run_id,scene_id,scene_family,condition,resolution,seed,occlusion_ratio,truth_interference,predicted_interference,correct
v1__scene_fc_clear_v02__L2__C2_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C2,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C2_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C2,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C3,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C3,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C3,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C3,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C3,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C3,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C3,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C3,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C3,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C3,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C4,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C4,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C4,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C4,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C4,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C4,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C4,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C4,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C4,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C4,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C0,,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C0,,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C0,,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C0,,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C0,,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C1,,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C1,,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C1,,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C1,,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C1,,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C2,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C2,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C2,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C2,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C2,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C2,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C2,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C2,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C2,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C2_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C2,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C3,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C3,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C3,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C3,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C3,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C3,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C3,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C3,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C3,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C3,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C4,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C4,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C4,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C4,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C4,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C4,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C4,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C4,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C4,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C4,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C5,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C5,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C5,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C5,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C5,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C5,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C5,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C5,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C5,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C5,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C6,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C6,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C6,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C6,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C6,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C6,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C6,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C6,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C6,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C6,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C0_NA__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C0,,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C0_NA__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C0,,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C0_NA__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C0,,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C0_NA__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C0,,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C0_NA__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C0,,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C1,,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C1,,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C1,,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C1,,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C1,,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C2,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C2,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C2,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C2,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C2,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C2,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C2,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C2,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C2,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C2_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C2,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C3,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C3,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C3,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C3,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C3,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C3,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C3,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C3,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C3,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C3,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C4,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C4,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C4,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C4,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C4,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C4,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C4,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C4,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C4,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C4,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C5,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C5,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C5,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C5,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C5,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C5,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C5,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C5,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C5,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C5_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C5,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C6,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C6,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C6,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C6,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C6,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C6,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C6,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C6,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C6,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v04__L2__C6_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C6,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C0_NA__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C0,,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C0_NA__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C0,,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C0_NA__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C0,,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C0_NA__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C0,,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C0_NA__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C0,,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C1_NA__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C1,,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C1_NA__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C1,,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C1_NA__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C1,,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C1_NA__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C1,,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C1_NA__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C1,,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D4__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C2,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D4__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C2,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D4__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C2,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D4__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C2,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D4__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C2,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D8__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C2,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D8__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C2,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D8__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C2,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D8__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C2,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C2_D8__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C2,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D4__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C3,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D4__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C3,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D4__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C3,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D4__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C3,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D4__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C3,D4,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D8__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C3,D8,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D8__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C3,D8,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D8__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C3,D8,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D8__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C3,D8,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C3_D8__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C3,D8,28105,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C4_D4__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C4,D4,28101,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C4_D4__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C4,D4,28102,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C4_D4__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C4,D4,28103,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C4_D4__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C4,D4,28104,0.0,False,False,True
v1__scene_fc_clear_v05__L2__C4_D4__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C4,D4,28105,0.0,False,False,True
